,id,resource,concept,timestamp,role,permitId,requestedAmount,permitTaskNumber,permitBudgetNumber,permitProjectNumber,permitOrganizationalEntity,permitRequestedBudget,permitActivityNumber,adjustedAmount,declarationNumber,processTime,tripTime,TotalDeclared,RequestedAmount,Overspent,travelPermitNumber,Overspent_Amount,Overspent_bool,boolProcessDelay
52914,st_step 62425_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-07-20 13:13:08+02:00,ADMINISTRATION,62419,729.8653548195726,427,635,636,65458,652.1921430647992,UNKNOWN,729.8653548195726,62422,25.0,7.0,729.8653548195726,657,False,62420,0.0,0,0
24684,st_step 18603_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-08-17 11:16:36+02:00,EMPLOYEE,18592,232.0313809226401,427,1021,18594,65466,279.29418391622085,UNKNOWN,232.0313809226401,18596,271.0,2.0,232.0313809226401,201,False,18593,-229.7226109632108,0,1
27369,st_step 22657_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-01-23 11:52:40+01:00,EMPLOYEE,22650,102.31324098556016,427,635,647,65458,161.12321415048842,UNKNOWN,102.31324098556016,22653,14.0,1.0,102.31324098556016,127,False,22651,-58.809973164928266,0,0
68170,st_step 85190_0,STAFF MEMBER,Permit APPROVED by PRE_APPROVER,2017-06-12 13:33:38+02:00,PRE_APPROVER,85185,431.5273545781119,427,899,2910,65455,1477.9447026363327,UNKNOWN,431.5273545781119,85188,108.0,4.0,431.5273545781119,627,False,85186,-497.59852848480836,0,1
50364,st_step 58453_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-12-02 16:40:32+01:00,SUPERVISOR,58446,247.19519002763698,UNKNOWN,698,UNKNOWN,65458,512.9923179900462,UNKNOWN,247.19519002763698,58449,40.0,5.0,247.19519002763698,253,False,58447,-632.155288331546,0,0
50100,fd_declaration 5808_18,SYSTEM,Payment Handled,2018-04-05 17:30:52+02:00,UNDEFINED,5806,208.07591751592096,UNKNOWN,4444,UNKNOWN,65457,193.73527410781878,UNKNOWN,208.07591751592096,5809,28.0,0.0,208.07591751592096,284,True,5807,20.51452707903445,1,0
36098,st_step 36601_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-08-28 17:32:15+02:00,ADMINISTRATION,36592,142.79083585333163,UNKNOWN,3042,UNKNOWN,65454,445.1480141269382,UNKNOWN,142.79083585333163,36595,123.0,5.0,142.79083585333163,98,False,36593,-367.17643505142416,0,1
25200,st_step 19458_0,STAFF MEMBER,Declaration REJECTED by ADMINISTRATION,2018-09-16 19:55:33+02:00,ADMINISTRATION,19447,362.4933590525129,427,5650,5651,65464,566.1986324595075,UNKNOWN,362.4933590525129,19450,42.0,3.0,362.4933590525129,602,False,19448,-179.4402342153636,0,0
63065,st_step 78161_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-05-19 13:36:46+02:00,EMPLOYEE,78154,28.868661225795037,UNKNOWN,440,UNKNOWN,65455,0.0,UNKNOWN,28.868661225795037,78157,33.0,1.0,28.868661225795037,23,True,78155,28.868661225795037,1,0
34059,rv_travel permit 33685_7,STAFF MEMBER,End trip,2018-10-06 00:00:00+02:00,EMPLOYEE,33685,1736.3644225831868,427,1114,13750,65460,1002.4857605552866,UNKNOWN,1736.3644225831868,33688,52.0,6.0,1736.3644225831868,"1,328",True,33686,298.1107592989206,1,0
63249,st_step 78459_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-11-20 15:39:03+01:00,SUPERVISOR,78452,477.1762707391071,UNKNOWN,6198,UNKNOWN,65455,256.67611852277554,UNKNOWN,477.1762707391071,78455,16.0,2.0,477.1762707391071,393,True,78453,161.4871348811737,1,0
63144,st_step 78301_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-12-18 10:47:39+01:00,EMPLOYEE,78295,193.52001417726058,427,475,72796,65458,290.6431003285314,UNKNOWN,193.52001417726058,78298,30.0,1.0,193.52001417726058,134,False,78296,-600.7785514756746,0,0
67580,fd_declaration 84405_18,SYSTEM,Payment Handled,2018-03-05 17:30:57+01:00,UNDEFINED,84403,597.7613915811378,648,635,647,65458,2134.2133282432496,UNKNOWN,597.7613915811378,84406,91.0,16.0,597.7613915811378,"1,090",False,84404,-334.52701730687534,0,1
31089,st_step 2898_0,STAFF MEMBER,Permit FINAL_APPROVED by DIRECTOR,2018-02-06 12:27:12+01:00,DIRECTOR,2893,3316.0445004080284,427,722,2895,65456,1993.6117249313813,UNKNOWN,3316.0445004080284,2897,53.0,6.0,3316.0445004080284,"2,534",False,2894,-217.231013049618,0,0
45590,st_step 51188_0,STAFF MEMBER,Declaration REJECTED by EMPLOYEE,2018-06-20 10:50:26+02:00,EMPLOYEE,51176,1188.206164447081,427,522,14904,65456,1948.0415373545632,UNKNOWN,1188.206164447081,51179,64.0,5.0,1188.206164447081,"1,540",True,51177,15.431248888922937,1,1
22197,st_step 14595_0,STAFF MEMBER,Declaration REJECTED by EMPLOYEE,2018-03-09 11:59:41+01:00,EMPLOYEE,14580,963.0015447084065,UNKNOWN,1021,UNKNOWN,65454,910.574732419332,UNKNOWN,963.0015447084065,14583,31.0,2.0,963.0015447084065,740,True,14581,39.04060316385426,1,0
20749,st_step 11956_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-09-04 10:25:43+02:00,ADMINISTRATION,11946,297.24125671838567,427,5349,11948,65457,392.7809033813531,UNKNOWN,297.24125671838567,11950,56.0,3.0,297.24125671838567,229,False,11947,-92.15776955024188,0,0
43167,st_step 47526_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-11-02 12:34:55+01:00,EMPLOYEE,47520,88.33176839462438,UNKNOWN,6198,UNKNOWN,65455,100.86440205715645,UNKNOWN,88.33176839462438,47523,27.0,0.0,88.33176839462438,62,False,47521,-54.13882579025365,0,0
63694,st_step 79056_0,STAFF MEMBER,Permit FINAL_APPROVED by DIRECTOR,2017-05-31 11:49:53+02:00,DIRECTOR,79052,1724.9562799250723,UNKNOWN,922,UNKNOWN,65458,2462.378419864588,UNKNOWN,1724.9562799250723,79055,83.0,6.0,1724.9562799250723,"2,034",False,79053,-102.6153932502134,0,1
26686,fd_declaration 21523_17,SYSTEM,Request Payment,2018-04-10 14:14:47+02:00,UNDEFINED,21521,1859.4509391275978,427,1136,20959,65466,1467.5291506677881,UNKNOWN,1859.4509391275978,21524,161.0,94.0,1859.4509391275978,"1,379",False,21522,0.0,0,1
56167,st_step 67919_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-08-22 13:28:48+02:00,EMPLOYEE,67911,1390.1315529237904,UNKNOWN,635,UNKNOWN,65458,1379.9634015439926,UNKNOWN,1390.1315529237904,67914,38.0,6.0,1390.1315529237904,957,True,67912,10.168151379797791,1,0
29419,rv_travel permit 26165_7,STAFF MEMBER,End trip,2018-05-25 00:00:00+02:00,EMPLOYEE,26165,557.5849908670122,427,2113,26167,65459,1251.758585288229,UNKNOWN,557.5849908670122,26169,83.0,3.0,557.5849908670122,"1,096",False,26166,-159.43686528152818,0,1
67854,fd_declaration 84814_18,SYSTEM,Payment Handled,2017-10-19 17:31:01+02:00,UNDEFINED,84812,949.5790239748442,427,6198,19992,65455,1920.4880819263824,UNKNOWN,949.5790239748442,84815,54.0,6.0,949.5790239748442,"1,843",True,84813,45.34072387942831,1,0
44886,st_step 50115_0,STAFF MEMBER,Permit REJECTED by EMPLOYEE,2018-10-30 13:30:10+01:00,EMPLOYEE,50108,883.1809578762898,427,659,1382,65456,749.4480987068573,UNKNOWN,883.1809578762898,50111,53.0,3.0,883.1809578762898,904,True,50109,62.526085513365615,1,0
47561,st_step 54209_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-09-27 08:32:49+02:00,SUPERVISOR,54202,622.3977863634872,427,1956,14072,65455,842.0600198540926,UNKNOWN,622.3977863634872,54205,121.0,6.0,622.3977863634872,660,False,54203,-14.14540423553376,0,1
48773,st_step 56098_0,STAFF MEMBER,Declaration REJECTED by EMPLOYEE,2018-09-19 08:12:44+02:00,EMPLOYEE,56082,875.9478882510812,427,1313,5569,65456,2368.5130021529067,UNKNOWN,875.9478882510812,56085,81.0,9.0,875.9478882510812,"1,564",False,56083,-132.17627981282294,0,1
36122,st_step 36630_0,STAFF MEMBER,Declaration APPROVED by BUDGET OWNER,2018-09-10 16:19:02+02:00,BUDGET OWNER,36619,2956.211205609318,427,1969,20116,65456,3523.4369689308646,UNKNOWN,2956.211205609318,36622,136.0,5.0,2956.211205609318,"3,500",False,36620,-84.4631773031233,0,1
37676,st_step 38981_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-06-07 10:41:10+02:00,EMPLOYEE,38977,517.8418538422638,427,2351,5888,65458,622.0127736133893,UNKNOWN,517.8418538422638,38980,105.0,3.0,517.8418538422638,849,False,38978,-61.60427236521639,0,1
27228,st_step 22444_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-04-25 10:46:42+02:00,SUPERVISOR,22437,2204.18182255575,427,722,723,65456,1546.79741625022,UNKNOWN,2204.18182255575,22440,96.0,6.0,2204.18182255575,"1,974",False,22438,-29.031776791514403,0,1
53356,st_step 6313_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-01-22 10:53:14+01:00,EMPLOYEE,6307,2249.007253921455,427,1114,1115,65460,2362.8592694705353,UNKNOWN,2249.007253921455,6310,80.0,3.0,2249.007253921455,"1,536",False,6308,-825.8073510492841,0,1
58992,fd_declaration 72223_17,SYSTEM,Request Payment,2017-06-01 15:18:03+02:00,UNDEFINED,72220,1112.9998402984802,427,922,72222,65458,1104.180401647533,UNKNOWN,1112.9998402984802,72224,50.0,2.0,1112.9998402984802,744,False,72221,-53.85483098218447,0,0
32807,fd_declaration 31646_18,SYSTEM,Payment Handled,2018-12-10 17:31:27+01:00,UNDEFINED,31644,1341.0747916533517,427,2351,25387,65458,2128.6901454815106,UNKNOWN,1341.0747916533517,31647,244.0,14.0,1341.0747916533517,"1,197",False,31645,-787.615353828159,0,1
33617,st_step 32990_0,STAFF MEMBER,Permit APPROVED by BUDGET OWNER,2018-05-29 14:01:16+02:00,BUDGET OWNER,32983,2000.323185552968,UNKNOWN,1755,UNKNOWN,65454,1757.2078748100557,UNKNOWN,2000.323185552968,32986,107.0,6.0,2000.323185552968,"1,476",False,32984,-710.1418355215142,0,1
65469,st_step 81344_0,STAFF MEMBER,Permit REJECTED by PRE_APPROVER,2017-05-30 09:00:25+02:00,PRE_APPROVER,81336,1060.100165197881,427,19492,19841,65455,1221.3201088321987,UNKNOWN,1060.100165197881,81339,177.0,8.0,1060.100165197881,"1,175",False,81337,-67.66596799135391,0,1
24916,st_step 19040_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-06-14 15:58:32+02:00,ADMINISTRATION,19033,3428.7841472538066,427,522,19035,65456,3456.599217968068,UNKNOWN,3428.7841472538066,19037,95.0,6.0,3428.7841472538066,"3,452",True,19034,448.960149061043,1,1
54184,fd_declaration 64516_17,SYSTEM,Request Payment,2018-09-27 11:02:39+02:00,UNDEFINED,64514,3194.6604333130435,427,6405,6406,65459,1674.084168719,UNKNOWN,3194.6604333130435,64517,90.0,4.0,3194.6604333130435,"2,524",True,64515,410.0911174300418,1,1
28633,st_step 24770_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-05-01 13:54:20+02:00,SUPERVISOR,24762,809.6443100267232,427,1027,24764,65454,400.0193256984412,UNKNOWN,809.6443100267232,24766,26.0,2.0,809.6443100267232,750,True,24763,26.988143667557438,1,0
65963,rv_travel permit 82051_7,STAFF MEMBER,End trip,2017-06-29 00:00:00+02:00,EMPLOYEE,82051,183.80360646346432,427,698,17455,65458,312.71819710130154,UNKNOWN,183.80360646346432,82054,30.0,3.0,183.80360646346432,254,False,82052,-163.5417915777281,0,0
27554,st_step 23044_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-11-30 14:29:01+01:00,EMPLOYEE,23035,2644.8527321985216,427,565,23037,65456,2138.9668443392584,UNKNOWN,2644.8527321985216,23039,192.0,8.0,2644.8527321985216,"1,807",False,23036,-1160.6907673676965,0,1
30426,rv_travel permit 27848_6,STAFF MEMBER,Start trip,2018-11-27 00:00:00+01:00,EMPLOYEE,27848,503.8493640061923,UNKNOWN,1327,UNKNOWN,65466,616.0830786103152,UNKNOWN,503.8493640061923,27851,84.0,1.0,503.8493640061923,553,False,27849,-70.15624055782422,0,1
63177,st_step 78361_0,STAFF MEMBER,Permit APPROVED by PRE_APPROVER,2017-12-04 15:56:14+01:00,PRE_APPROVER,78354,334.7664003239676,427,440,78356,65455,526.7122200305207,UNKNOWN,334.7664003239676,78358,45.0,4.0,334.7664003239676,521,False,78355,-179.2702988299174,0,0
52415,st_step 61490_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-08-28 13:08:12+02:00,ADMINISTRATION,61481,2181.5934075809555,UNKNOWN,7099,UNKNOWN,65464,1904.9946955173464,UNKNOWN,2181.5934075809555,61484,62.0,9.0,2181.5934075809555,"2,448",False,61482,-369.8371177067388,0,1
64966,st_step 80779_0,STAFF MEMBER,Declaration APPROVED by PRE_APPROVER,2017-12-21 17:11:38+01:00,PRE_APPROVER,80771,409.58851032472603,UNKNOWN,2453,UNKNOWN,65458,653.4745463870272,UNKNOWN,409.58851032472603,80774,31.0,3.0,409.58851032472603,702,False,80772,-243.88603606230117,0,0
31748,rv_travel permit 29861_7,STAFF MEMBER,End trip,2018-10-12 00:00:00+02:00,EMPLOYEE,29861,973.7149782464901,427,673,29863,65457,479.3339835637431,UNKNOWN,973.7149782464901,29865,76.0,1.0,973.7149782464901,675,True,29862,252.4446239898308,1,1
21874,fd_declaration 14101_18,SYSTEM,Payment Handled,2018-11-22 17:31:33+01:00,UNDEFINED,14098,126.24998069179856,427,871,14100,65464,256.3542706953064,UNKNOWN,126.24998069179856,14102,75.0,5.0,126.24998069179856,214,False,14099,0.0,0,1
54665,st_step 65357_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-06-25 13:38:15+02:00,EMPLOYEE,65352,515.5113714144693,UNKNOWN,1264,UNKNOWN,65464,1040.5522058936554,UNKNOWN,515.5113714144693,65355,126.0,3.0,515.5113714144693,677,False,65353,-17.51368026962018,0,1
59868,rv_travel permit 73660_6,STAFF MEMBER,Start trip,2017-01-10 00:00:00+01:00,EMPLOYEE,73660,46.06601549799594,427,635,3318,65458,117.32310599569811,UNKNOWN,46.06601549799594,73663,55.0,1.0,46.06601549799594,84,False,73661,-18.509415733467726,0,0
63904,rv_travel permit 79350_7,STAFF MEMBER,End trip,2017-12-07 00:00:00+01:00,EMPLOYEE,79350,118.06782374031606,UNKNOWN,3751,UNKNOWN,65455,439.30571430557666,UNKNOWN,118.06782374031606,79353,45.0,1.0,118.06782374031606,149,False,79351,-159.27270182418476,0,0
40456,st_step 43099_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-07-03 14:26:45+02:00,ADMINISTRATION,43089,361.92038914082406,UNKNOWN,635,UNKNOWN,65458,715.4599409523692,UNKNOWN,361.92038914082406,43092,118.0,10.0,361.92038914082406,500,False,43090,0.0,0,1
42067,fd_declaration 45712_17,SYSTEM,Request Payment,2018-08-20 21:33:52+02:00,UNDEFINED,45710,1528.579775422094,427,1956,5126,65455,2208.533095745169,UNKNOWN,1528.579775422094,45713,146.0,6.0,1528.579775422094,"1,173",False,45711,-429.96463112193055,0,1
19998,st_step 10820_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-09-14 10:11:17+02:00,EMPLOYEE,10814,297.1858295443761,UNKNOWN,3960,UNKNOWN,65464,632.4805811045782,UNKNOWN,297.1858295443761,10817,27.0,3.0,297.1858295443761,580,False,10815,-10.247787225668162,0,0
20900,st_step 12138_0,STAFF MEMBER,Declaration REJECTED by EMPLOYEE,2018-10-03 08:34:58+02:00,EMPLOYEE,12123,1012.3622822683739,427,1313,12125,65456,579.956266821741,UNKNOWN,1012.3622822683739,12127,91.0,6.0,1012.3622822683739,993,True,12124,42.818948494734855,1,1
60216,st_step 74093_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-02-09 18:10:14+01:00,SUPERVISOR,74085,279.06558808889054,427,3136,74087,65455,308.13958448646497,UNKNOWN,279.06558808889054,74089,38.0,3.0,279.06558808889054,225,False,74086,-279.06558808889054,0,0
51620,st_step 60322_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-10-03 10:18:08+02:00,ADMINISTRATION,60315,228.92691676669574,427,1469,3062,65460,214.8131371961566,UNKNOWN,228.92691676669574,60318,44.0,1.0,228.92691676669574,407,True,60316,60.18471767576523,1,0
32975,rv_travel permit 31840_7,STAFF MEMBER,End trip,2018-04-19 00:00:00+02:00,EMPLOYEE,31840,1437.1920856009083,427,2976,31842,65456,1857.6056169166973,UNKNOWN,1437.1920856009083,31844,81.0,5.0,1437.1920856009083,"2,047",True,31841,32.998548130553445,1,1
32399,st_step 30785_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-01-17 14:36:29+01:00,EMPLOYEE,30781,451.47726932815334,UNKNOWN,922,UNKNOWN,65458,362.5774742289362,UNKNOWN,451.47726932815334,30784,54.0,2.0,451.47726932815334,374,True,30782,28.97180337934674,1,0
62351,rv_travel permit 77270_6,STAFF MEMBER,Start trip,2017-03-07 00:00:00+01:00,EMPLOYEE,77270,354.14787005885705,UNKNOWN,922,UNKNOWN,65458,0.0,46005,354.14787005885705,77273,38.0,2.0,354.14787005885705,500,True,77271,354.14787005885705,1,0
65020,st_step 80841_0,STAFF MEMBER,Declaration APPROVED by BUDGET OWNER,2018-02-08 15:32:52+01:00,BUDGET OWNER,80833,818.5510047197587,UNKNOWN,2351,UNKNOWN,65458,940.8632238158145,UNKNOWN,818.5510047197587,80836,75.0,3.0,818.5510047197587,870,False,80834,-161.60254694801688,0,1
25941,st_step 20443_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-08-07 22:01:35+02:00,ADMINISTRATION,20439,183.78890191376567,UNKNOWN,1865,UNKNOWN,65457,925.8463914621052,UNKNOWN,183.78890191376567,20442,106.0,3.0,183.78890191376567,194,False,20440,-431.99865604472757,0,1
22114,st_step 14480_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-04-30 07:15:42+02:00,EMPLOYEE,14471,815.6964953843559,427,1399,1400,65455,598.5306968711429,UNKNOWN,815.6964953843559,14474,100.0,2.0,815.6964953843559,667,True,14472,217.16579851321296,1,1
20725,st_step 11925_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-11-30 15:09:26+01:00,SUPERVISOR,11919,24.426402176643972,UNKNOWN,698,UNKNOWN,65458,28.499573221669234,UNKNOWN,24.426402176643972,11922,10.0,1.0,24.426402176643972,25,False,11920,-24.426402176643972,0,0
45766,st_step 51414_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-11-15 12:28:39+01:00,EMPLOYEE,51407,35.92776517425959,UNKNOWN,1313,UNKNOWN,65456,16.574518033987264,UNKNOWN,35.92776517425959,51410,28.0,0.0,35.92776517425959,29,True,51408,2.4777769085696235,1,0
34702,st_step 34509_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-07-17 12:55:17+02:00,ADMINISTRATION,34504,330.08180286173996,427,1969,34506,65456,394.39344789537927,UNKNOWN,330.08180286173996,34508,34.0,3.0,330.08180286173996,317,False,34505,-450.86883482376464,0,0
44273,st_step 49159_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-12-17 15:55:56+01:00,EMPLOYEE,49139,197.807781395506,427,635,15646,65458,729.8915032516231,UNKNOWN,197.807781395506,49142,72.0,3.0,197.807781395506,353,False,49140,-306.51800686499087,0,1
31079,st_step 2899_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-02-02 11:12:40+01:00,EMPLOYEE,2893,3316.0445004080284,427,722,2895,65456,1993.6117249313813,UNKNOWN,3316.0445004080284,2897,53.0,6.0,3316.0445004080284,"2,534",False,2894,-217.231013049618,0,0
46146,st_step 51950_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-05-15 13:02:55+02:00,ADMINISTRATION,51946,666.4944020255364,427,1956,9220,65455,329.21601575765135,UNKNOWN,666.4944020255364,51949,48.0,1.0,666.4944020255364,595,True,51947,330.4468043656021,1,0
60930,rv_travel permit 75095_7,STAFF MEMBER,End trip,2017-05-06 00:00:00+02:00,EMPLOYEE,75095,1336.462854388287,7355,635,647,65458,3176.211600267895,UNKNOWN,1336.462854388287,75098,112.0,8.0,1336.462854388287,"2,437",False,75096,-51.001660015638436,0,1
21621,st_step 13534_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-10-30 12:27:56+01:00,SUPERVISOR,13527,806.9605574814716,427,3351,13529,65464,664.9770490155217,UNKNOWN,806.9605574814716,13531,65.0,4.0,806.9605574814716,688,False,13528,-14.074893444444228,0,1
69879,st_step 9768_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-02-19 12:49:44+01:00,EMPLOYEE,9760,528.4065167547667,427,3351,3352,65464,446.1877996393236,UNKNOWN,528.4065167547667,9763,47.0,6.0,528.4065167547667,744,False,9761,-39.77253351917591,0,0
28364,st_step 24385_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-11-29 10:22:06+01:00,ADMINISTRATION,24377,1131.223979153357,427,1622,1623,65457,1584.45039118957,UNKNOWN,1131.223979153357,24380,16.0,3.0,1131.223979153357,"1,119",False,24378,-1.0109240206911636,0,0
64141,fd_declaration 79616_18,SYSTEM,Payment Handled,2017-09-28 17:31:06+02:00,UNDEFINED,79614,1372.7697845621615,13772,635,647,65458,4028.0803537622105,UNKNOWN,1372.7697845621615,79617,61.0,11.0,1372.7697845621615,"1,704",False,79615,-2655.310569200049,0,1
34878,fd_declaration 34719_17,SYSTEM,Request Payment,2018-11-11 21:54:04+01:00,UNDEFINED,34717,1139.6735660910392,427,475,12535,65458,1609.3168067102526,UNKNOWN,1139.6735660910392,34720,86.0,5.0,1139.6735660910392,"1,731",False,34718,-407.5435802486156,0,1
20728,st_step 11926_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-12-04 16:01:44+01:00,SUPERVISOR,11919,24.426402176643972,UNKNOWN,698,UNKNOWN,65458,28.499573221669234,UNKNOWN,24.426402176643972,11922,10.0,1.0,24.426402176643972,25,False,11920,-24.426402176643972,0,0
22459,st_step 14938_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-03-02 12:54:40+01:00,EMPLOYEE,14930,418.5401584620922,UNKNOWN,774,UNKNOWN,65459,1061.0204404052856,14932,418.5401584620922,14934,115.0,5.0,418.5401584620922,399,False,14931,-525.5353869411233,0,1
33079,rv_travel permit 32014_6,STAFF MEMBER,Start trip,2017-08-20 00:00:00+02:00,EMPLOYEE,32014,1760.133606668985,427,1114,7889,65460,1039.1436364687436,UNKNOWN,1760.133606668985,32017,207.0,8.0,1760.133606668985,"1,919",False,32015,-58.70169402126885,0,1
30488,st_step 27944_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-11-20 12:24:59+01:00,SUPERVISOR,27934,13.635035511748017,427,7099,27936,65464,29.878922580317532,UNKNOWN,13.635035511748017,27938,16.0,0.0,13.635035511748017,27,False,27935,0.0,0,0
47184,st_step 53574_0,STAFF MEMBER,Permit REJECTED by EMPLOYEE,2018-07-04 10:13:43+02:00,EMPLOYEE,53565,196.11320628845536,UNKNOWN,1021,UNKNOWN,65466,565.8161694213519,UNKNOWN,196.11320628845536,53568,136.0,94.0,196.11320628845536,309,False,53566,-184.68913601922495,0,1
53441,fd_declaration 63280_18,SYSTEM,Payment Handled,2018-11-26 17:31:22+01:00,UNDEFINED,63278,720.7708860334898,427,2976,2977,65456,1085.5742254101524,UNKNOWN,720.7708860334898,63281,144.0,7.0,720.7708860334898,"1,400",False,63279,-51.483634716677784,0,1
70043,st_step 9977_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-02-20 10:58:34+01:00,EMPLOYEE,9965,337.87358692657676,427,592,9967,65454,248.40485896931693,UNKNOWN,337.87358692657676,9969,30.0,2.0,337.87358692657676,334,False,9966,-6.069585393890634,0,0
68900,rv_travel permit 86138_7,STAFF MEMBER,End trip,2017-10-11 00:00:00+02:00,EMPLOYEE,86138,325.11837148630804,427,1956,14072,65455,1177.8843177307567,UNKNOWN,325.11837148630804,86141,101.0,4.0,325.11837148630804,249,False,86139,-719.4386453371717,0,1
38433,st_step 40093_0,STAFF MEMBER,Declaration APPROVED by BUDGET OWNER,2018-06-05 11:23:54+02:00,BUDGET OWNER,40079,31.233059555127944,427,1027,40081,65454,597.495209956635,UNKNOWN,31.233059555127944,40083,38.0,2.0,374.20741165106125,53,True,40080,74.84148233021227,1,0
40990,st_step 4404_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-02-18 12:57:51+01:00,EMPLOYEE,4398,1160.303418767617,427,565,566,65456,1062.77557657841,UNKNOWN,1160.303418767617,4401,78.0,7.0,1160.303418767617,"1,887",False,4399,-7.993611258070587,0,1
48063,st_step 55018_0,STAFF MEMBER,Declaration APPROVED by BUDGET OWNER,2018-10-31 10:38:30+01:00,BUDGET OWNER,55007,574.3378712640075,427,1313,5569,65456,1259.6545434709058,UNKNOWN,574.3378712640075,55010,50.0,8.0,574.3378712640075,"1,140",False,55008,-30.228309013895228,0,0
55825,st_step 67358_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-04-17 09:28:07+02:00,ADMINISTRATION,67351,1625.5124902145149,427,1969,12475,65456,664.1206018398381,UNKNOWN,1625.5124902145149,67354,90.0,4.0,1625.5124902145149,"1,214",True,67352,303.94673416696446,1,1
40722,fd_declaration 43608_18,SYSTEM,Payment Handled,2018-03-05 17:30:57+01:00,UNDEFINED,43606,1090.5065285286253,UNKNOWN,1313,UNKNOWN,65456,890.6341635333935,UNKNOWN,1090.5065285286253,43609,46.0,2.0,1090.5065285286253,894,True,43607,358.62295233491704,1,0
47211,st_step 53593_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-06-13 13:39:21+02:00,ADMINISTRATION,53588,1015.946463767362,UNKNOWN,529,UNKNOWN,65455,4292.757213489606,UNKNOWN,1015.946463767362,53591,78.0,6.0,1015.946463767362,"1,236",False,53589,-1408.8448534767465,0,1
59745,rv_travel permit 73296_6,STAFF MEMBER,Start trip,2017-03-28 00:00:00+02:00,EMPLOYEE,73296,367.13990504353666,427,2233,2872,65455,571.8069074412319,UNKNOWN,367.13990504353666,73299,55.0,2.0,367.13990504353666,504,False,73297,-142.77662973915312,0,0
28724,st_step 24963_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-12-12 15:09:46+01:00,SUPERVISOR,24956,96.35746496321183,UNKNOWN,864,UNKNOWN,65454,55.27133062546648,UNKNOWN,96.35746496321183,24959,12.0,0.0,96.35746496321183,68,False,24957,-2.8340430871532902,0,0
58857,st_step 72054_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2017-04-11 10:23:28+02:00,EMPLOYEE,72048,117.3789323955316,UNKNOWN,3136,UNKNOWN,65455,343.84901856699156,6867,117.3789323955316,72051,226.0,1.0,117.3789323955316,100,False,72049,-131.23706877986382,0,1
