,ApplicationType,LoanGoal,RequestedAmount,Case ID,label,Activity,org:resource,Action,EventOrigin,lifecycle:transition,Accepted,Selected,FirstWithdrawalAmount,MonthlyCost,NumberOfTerms,OfferedAmount,CreditScore,timesincelastevent,timesincecasestart,timesincemidnight,event_nr,month,weekday,hour,open_cases,time:timestamp
484597,New credit,Car,7500.0,Application_2051806128,regular,W_Call after offers,User_53,Released,Workflow,suspend,False,False,7500.0,199.5,42.0,7500.0,0.0,1.586566666666667,1654.87075,718,22,6,1,11,1857,2016-06-14 11:58:03.530
697315,New credit,Car,10000.0,Application_871919055,regular,A_Validating,User_27,statechange,Application,complete,False,True,10000.0,175.0,67.0,10000.0,0.0,0.0008666666666666,62656.97236666667,628,40,9,0,10,2486,2016-09-19 10:28:46.854
578545,New credit,Home improvement,5000.0,Application_1584186902,regular,O_Created,User_57,statechange,Offer,complete,False,False,5000.0,97.4,60.0,5000.0,0.0,0.0388333333333333,2745.1813166666666,755,10,7,3,12,2344,2016-07-07 12:35:04.987
536068,New credit,Existing loan takeover,15000.0,Application_1828267319,deviant,W_Validate application,User_87,Obtained,Workflow,resume,True,True,3563.0,253.84,82.0,18000.0,966.0,8271.8596,22324.11565,374,25,7,0,6,2353,2016-07-11 06:14:18.578
1040785,New credit,Existing loan takeover,20000.0,Application_726395032,deviant,W_Complete application,User_10,Deleted,Workflow,complete,False,True,9211.0,205.49,120.0,20000.0,773.0,0.0001833333333333,10.75725,773,9,11,2,12,2122,2016-11-09 12:53:01.413
701198,New credit,Home improvement,20000.0,Application_1874927913,deviant,A_Incomplete,User_101,statechange,Application,complete,True,True,5141.0,308.29,74.0,20000.0,938.0,3.3333333333333335e-05,7201.62605,806,23,8,5,13,2285,2016-08-13 13:26:29.845
425909,Limit raise,Remaining debt home,60000.0,Application_865318653,deviant,W_Complete application,User_24,Deleted,Workflow,complete,True,True,0.0,1000.0,69.0,60000.0,0.0,0.0003333333333333,7.98215,748,9,5,3,12,1276,2016-05-26 12:28:51.815
170766,Limit raise,Car,24000.0,Application_342000872,regular,W_Call after offers,User_18,Obtained,Workflow,start,True,False,0.0,240.0,127.0,24000.0,0.0,3.3333333333333335e-05,1.0208166666666667,795,11,2,5,13,1775,2016-02-27 13:15:45.440
770719,New credit,Existing loan takeover,40000.0,Application_1877861285,regular,W_Call after offers,User_62,Released,Workflow,suspend,False,False,6000.0,366.56,120.0,36000.0,0.0,3.4305666666666665,15873.370483333334,869,21,9,3,14,2293,2016-09-08 14:29:48.232
699229,New credit,"Other, see explanation",0.0,Application_540065767,deviant,W_Complete application,User_46,Deleted,Workflow,complete,True,True,0.0,99.77,87.0,6950.0,1036.0,0.0005666666666666,8.5558,516,9,8,0,8,2233,2016-08-08 08:36:02.820
796405,New credit,Unknown,24200.0,Application_213481315,deviant,W_Call after offers,User_63,Released,Workflow,suspend,False,True,3231.0,262.86,112.0,24200.0,880.0,0.4958166666666667,5490.881916666666,576,15,9,2,9,2311,2016-09-07 09:36:05.241
772565,New credit,Home improvement,75000.0,Application_1836313442,regular,W_Call incomplete files,User_5,Released,Workflow,suspend,True,True,62000.0,1489.34,45.0,62000.0,0.0,25.513383333333334,43581.83051666667,938,34,9,2,15,2378,2016-09-28 15:38:25.296
1163805,New credit,Home improvement,25000.0,Application_730570072,deviant,W_Validate application,User_121,Created,Workflow,schedule,True,True,25000.0,461.78,60.0,25000.0,938.0,8.333333333333333e-05,12891.146766666669,611,22,12,1,10,1502,2016-12-27 10:11:18.829
196903,Limit raise,Unknown,0.0,Application_1848337819,deviant,O_Created,User_97,statechange,Offer,complete,True,True,0.0,500.0,66.0,29000.0,0.0,0.0289833333333333,1451.7369166666667,540,9,3,1,9,1681,2016-03-08 09:00:13.869
309458,New credit,Car,15800.0,Application_728286193,deviant,W_Validate application,User_100,Released,Workflow,suspend,True,True,7115.0,209.34,90.0,15800.0,886.0,0.2385666666666666,9880.20295,447,29,4,3,7,1639,2016-04-21 07:27:04.810
66269,New credit,Car,15000.0,Application_1325448893,regular,W_Call after offers,User_19,Created,Workflow,schedule,True,False,10000.0,248.42,45.0,10000.0,0.0,0.0001166666666666,1301.2882833333333,1076,15,1,0,17,1208,2016-01-25 17:56:01.439
247885,New credit,"Other, see explanation",10000.0,Application_1224778258,regular,W_Call after offers,User_24,Created,Workflow,schedule,False,False,0.0,300.0,37.0,10000.0,0.0,0.0001333333333333,35.91226666666667,951,13,3,2,15,1640,2016-03-23 15:51:00.999
498073,New credit,Existing loan takeover,10000.0,Application_1300599380,deviant,W_Call incomplete files,User_126,Released,Workflow,suspend,True,True,74.0,106.46,120.0,10000.0,940.0,18.13805,39686.7726,484,58,7,2,8,2403,2016-07-13 08:04:16.815
819857,New credit,Remaining debt home,22250.0,Application_903049357,deviant,W_Call after offers,User_2,Released,Workflow,suspend,True,True,0.0,168.1,180.0,22250.0,947.0,0.7462666666666666,13947.834783333334,467,30,9,0,7,2468,2016-09-19 07:47:49.170
784474,New credit,"Other, see explanation",5000.0,Application_211307896,deviant,W_Call after offers,User_11,Obtained,Workflow,start,True,True,1000.0,50.0,138.0,5000.0,1080.0,3.3333333333333335e-05,10.109766666666667,842,11,8,2,14,2169,2016-08-31 14:02:11.239
411187,New credit,Home improvement,25000.0,Application_877302416,regular,O_Sent (mail and online),User_12,statechange,Offer,complete,False,True,10000.0,106.46,120.0,10000.0,816.0,0.5447,30253.7394,903,39,6,5,15,1734,2016-06-11 15:03:33.848
528867,New credit,Home improvement,15000.0,Application_657582683,regular,W_Call incomplete files,User_41,Obtained,Workflow,resume,False,True,0.0,200.0,89.0,15000.0,0.0,461.07278333333335,18704.017666666667,989,32,7,2,16,2367,2016-07-06 16:29:40.844
966740,Limit raise,Car,0.0,Application_1863192115,deviant,W_Call after offers,User_26,Released,Workflow,suspend,True,True,1500.0,200.0,71.0,12000.0,0.0,0.79495,8569.73055,395,17,10,2,6,1979,2016-10-26 06:35:43.331
682309,New credit,Home improvement,40000.0,Application_628946937,deviant,W_Call after offers,User_26,Released,Workflow,suspend,False,True,36000.0,504.49,82.0,36000.0,896.0,0.9752333333333332,9730.563716666667,810,18,8,1,13,2296,2016-08-09 13:30:28.642
1063579,Limit raise,Home improvement,30000.0,Application_1131744527,deviant,W_Call incomplete files,User_66,Obtained,Workflow,resume,True,True,0.0,300.0,126.0,30000.0,0.0,279.5450666666667,19972.69015,752,32,11,2,12,1805,2016-11-30 12:32:53.816
840188,New credit,Car,15000.0,Application_1663112260,regular,O_Created,User_60,statechange,Offer,complete,True,False,10000.0,222.33,50.0,10000.0,0.0,0.0085166666666666,17186.66035,589,21,9,1,9,2396,2016-09-27 09:49:20.286
513410,Limit raise,Extra spending limit,0.0,Application_661799053,deviant,W_Validate application,User_30,Obtained,Workflow,resume,True,True,1000.0,85.0,138.0,8500.0,0.0,4154.928016666667,19819.3464,362,29,7,0,6,2241,2016-07-04 06:02:58.349
482037,New credit,Existing loan takeover,65000.0,Application_1393021276,regular,W_Validate application,User_121,Created,Workflow,schedule,False,True,1440.0,661.85,120.0,65000.0,0.0,0.0001666666666666,14416.203966666666,528,27,6,2,8,2049,2016-06-22 08:48:31.061
85784,New credit,Car,5000.0,Application_200538025,regular,O_Returned,User_119,statechange,Offer,complete,False,True,5000.0,149.07,37.0,5000.0,0.0,0.2694666666666667,21781.34185,815,34,2,0,13,1788,2016-02-15 13:35:36.023
564730,New credit,Not speficied,5000.0,Application_915073564,regular,O_Create Offer,User_3,Created,Offer,complete,True,False,0.0,100.0,58.0,5000.0,0.0,0.2413166666666666,3019.7401666666665,793,11,7,0,13,2274,2016-07-04 13:13:39.502
813810,New credit,"Other, see explanation",75000.0,Application_1299771752,regular,W_Validate application,User_68,Deleted,Workflow,ate_abort,False,True,25000.0,461.78,60.0,25000.0,695.0,5e-05,25819.13075,450,44,9,0,7,2410,2016-09-26 07:30:51.087
582514,New credit,Existing loan takeover,16000.0,Application_1849897013,deviant,W_Call incomplete files,User_33,Released,Workflow,suspend,True,True,9565.06,215.76,120.0,21000.0,758.0,2.28155,21951.84265,1024,40,7,3,17,2516,2016-07-21 17:04:53.107
37706,New credit,Home improvement,7000.0,Application_1514861341,regular,W_Call after offers,User_1,Deleted,Workflow,ate_abort,True,False,7000.0,311.24,24.0,7000.0,0.0,0.0002,70178.87831666667,420,36,3,3,7,1707,2016-03-03 07:00:43.848
1148980,New credit,Existing loan takeover,75000.0,Application_752129547,regular,W_Call after offers,User_42,Created,Workflow,schedule,True,True,8266.0,1051.02,82.0,75000.0,0.0,0.0001,789.9720333333333,556,16,12,1,9,1821,2016-12-13 09:16:40.366
121713,New credit,Car,22000.0,Application_250545532,deviant,W_Call incomplete files,User_100,Obtained,Workflow,start,True,True,22000.0,352.2,72.0,22000.0,929.0,3.3333333333333335e-05,42697.31485,818,34,3,4,13,1638,2016-03-11 13:38:53.526
198603,New credit,Existing loan takeover,36000.0,Application_1309550029,deviant,W_Validate application,User_116,Created,Workflow,schedule,True,True,0.0,674.39,60.0,36000.0,837.0,0.0001333333333333,32704.584366666662,451,51,3,2,7,1645,2016-03-30 07:31:53.937
959123,New credit,Existing loan takeover,5000.0,Application_1010578897,deviant,A_Validating,User_123,statechange,Application,complete,True,True,2400.0,152.82,36.0,5000.0,823.0,0.0009166666666666,18505.14855,561,49,10,0,9,1942,2016-10-31 09:21:37.086
970414,New credit,Existing loan takeover,10000.0,Application_625101684,deviant,W_Validate application,User_133,Created,Workflow,schedule,True,True,640.0,189.08,60.0,10000.0,1121.0,0.0001,29161.79055,851,34,11,3,14,2117,2016-11-10 14:11:45.845
1115940,New credit,Home improvement,75000.0,Application_1555178270,regular,O_Create Offer,User_10,Created,Offer,complete,False,False,70000.0,712.76,120.0,70000.0,0.0,2.0531333333333333,214.46695,883,9,12,4,14,1766,2016-12-02 14:43:49.723
1025457,New credit,Car,5000.0,Application_188033371,regular,O_Sent (mail and online),User_51,statechange,Offer,complete,True,False,0.0,100.0,58.0,5000.0,0.0,0.1399333333333333,3223.8585,874,12,11,0,14,2084,2016-11-07 14:34:46.972
919058,New credit,Home improvement,75000.0,Application_187778549,regular,W_Call after offers,User_1,Deleted,Workflow,ate_abort,False,False,55000.0,763.67,120.0,75000.0,0.0,0.00015,44052.731166666665,420,19,11,6,7,2050,2016-11-06 07:00:30.254
79590,New credit,Home improvement,12000.0,Application_1952683165,regular,W_Call after offers,User_1,Deleted,Workflow,ate_abort,True,False,12000.0,302.08,44.0,12000.0,0.0,0.0001666666666666,54489.44425,420,27,3,6,7,1664,2016-03-06 07:00:36.160
762765,New credit,Unknown,17000.0,Application_1193108149,deviant,W_Call incomplete files,User_52,Obtained,Workflow,resume,True,True,543.5,174.66,120.0,17000.0,730.0,47.21301666666667,2644.950116666667,819,25,8,5,13,2129,2016-08-27 13:39:30.601
302766,New credit,Home improvement,10000.0,Application_145479769,regular,A_Incomplete,User_101,statechange,Application,complete,True,True,10000.0,143.97,84.0,10000.0,0.0,3.3333333333333335e-05,43168.35381666667,746,30,5,3,12,1522,2016-05-12 12:26:26.228
473316,New credit,Existing loan takeover,29000.0,Application_736634471,deviant,W_Call incomplete files,User_3,Obtained,Workflow,resume,True,True,290.0,535.67,60.0,29000.0,983.0,140.90996666666666,16131.631533333331,916,33,6,0,15,2089,2016-06-20 15:16:35.822
821174,Limit raise,"Other, see explanation",13000.0,Application_1392248452,deviant,O_Created,User_18,statechange,Offer,complete,True,True,3000.0,130.0,134.0,13000.0,0.0,0.00885,7166.9964,458,10,9,3,7,2409,2016-09-15 07:38:38.438
1163983,New credit,Home improvement,5000.0,Application_527944664,regular,A_Complete,User_40,statechange,Application,complete,False,False,5000.0,222.31,24.0,5000.0,0.0,1.6666666666666667e-05,15780.613866666668,745,25,12,3,12,1487,2016-12-29 12:25:15.552
648880,New credit,Not speficied,7000.0,Application_1960349615,regular,W_Complete application,User_62,Deleted,Workflow,complete,False,True,7000.0,136.35,60.0,7000.0,0.0,0.00025,3074.24025,855,12,7,2,14,2092,2016-07-27 14:15:58.081
335871,New credit,Home improvement,10000.0,Application_712506457,deviant,W_Validate application,User_116,Obtained,Workflow,start,True,True,10000.0,108.81,120.0,10000.0,988.0,0.0005833333333333,12676.467633333334,435,22,5,1,7,1549,2016-05-03 07:15:36.012
526179,New credit,Not speficied,20000.0,Application_2023987812,regular,W_Validate application,User_127,Released,Workflow,suspend,True,True,9000.0,205.49,120.0,20000.0,0.0,0.14415,17317.40005,555,45,7,1,9,2329,2016-07-05 09:15:37.787
401335,New credit,Car,7750.0,Application_877547450,regular,W_Call incomplete files,User_87,Obtained,Workflow,start,False,True,5800.0,184.31,48.0,7800.0,0.0,5e-05,12430.542816666666,482,46,5,3,8,1293,2016-05-26 08:02:19.633
201716,New credit,Home improvement,45000.0,Application_1936928312,regular,O_Created,User_32,statechange,Offer,complete,False,True,45000.0,470.67,120.0,45000.0,0.0,0.0233166666666666,40504.222616666666,958,31,4,1,15,1573,2016-04-05 15:58:50.266
506139,New credit,Car,10000.0,Application_82773744,deviant,W_Call after offers,User_40,Created,Workflow,schedule,True,True,10000.0,200.0,57.0,10000.0,1022.0,0.0001333333333333,3663.2157166666666,485,12,6,0,8,2054,2016-06-20 08:05:56.863
536943,New credit,Home improvement,5000.0,Application_1088902101,regular,W_Validate application,User_102,Deleted,Workflow,ate_abort,False,True,5000.0,97.4,60.0,5000.0,0.0,95.6199,22975.745033333333,524,31,7,1,8,2401,2016-07-12 08:44:15.860
201948,New credit,Existing loan takeover,50000.0,Application_908692742,regular,W_Call after offers,User_119,Deleted,Workflow,ate_abort,True,True,12500.0,500.0,126.0,50000.0,797.0,41277.09883333333,80340.14621666666,498,22,5,1,8,1549,2016-05-03 08:18:12.661
1144431,New credit,"Other, see explanation",30000.0,Application_313920006,regular,W_Call incomplete files,User_30,Released,Workflow,suspend,False,True,30000.0,305.47,120.0,30000.0,0.0,0.38315,12654.057133333334,866,29,12,1,14,1901,2016-12-20 14:26:40.534
394687,New credit,"Other, see explanation",5000.0,Application_1822677055,regular,W_Call after offers,User_46,Created,Workflow,schedule,False,False,5000.0,118.15,48.0,5000.0,0.0,0.0001333333333333,2893.576916666667,445,16,5,1,7,1537,2016-05-17 07:25:45.658
559909,New credit,Not speficied,10000.0,Application_1475010462,regular,W_Call after offers,User_24,Obtained,Workflow,resume,True,False,0.0,200.0,57.0,10000.0,0.0,4146.3655,8666.327766666667,505,20,7,3,8,2356,2016-07-07 08:25:12.113
807629,New credit,Existing loan takeover,5000.0,Application_5850515,regular,W_Validate application,User_121,Created,Workflow,schedule,False,True,224.67,75.23,82.0,5000.0,0.0,0.0002166666666666,28550.29971666667,710,19,9,0,11,2383,2016-09-26 11:50:09.037
1013356,New credit,Home improvement,10000.0,Application_2143661118,deviant,W_Validate application,User_121,Released,Workflow,suspend,True,True,10000.0,300.07,36.0,10000.0,868.0,4.7616,22276.335116666665,506,25,11,3,8,2169,2016-11-17 08:26:22.559
284598,New credit,"Other, see explanation",25000.0,Application_214534974,regular,A_Validating,User_28,statechange,Application,complete,False,True,12000.0,500.0,39.0,18000.0,0.0,0.0011333333333333,54475.3555,977,45,5,4,16,1509,2016-05-13 16:17:37.410
17460,New credit,Unknown,0.0,Application_919767326,deviant,W_Call incomplete files,User_49,Released,Workflow,suspend,False,True,10000.0,114.23,115.0,10000.0,773.0,2.4995166666666666,41611.75315,508,30,2,4,8,1560,2016-02-05 08:28:14.580
336730,New credit,Home improvement,10000.0,Application_611642907,deviant,W_Validate application,User_119,Released,Workflow,suspend,True,True,10000.0,150.0,80.0,10000.0,796.0,3.3673,10248.982916666666,630,24,5,0,10,1503,2016-05-02 10:30:02.339
1122900,New credit,Home improvement,10000.0,Application_1620041366,regular,W_Call incomplete files,User_68,Deleted,Workflow,ate_abort,True,True,10000.0,147.62,80.0,10000.0,935.0,5e-05,11379.5579,393,63,12,1,6,1851,2016-12-13 06:33:16.794
184335,Limit raise,Car,40000.0,Application_1587099173,deviant,W_Validate application,User_95,Obtained,Workflow,resume,True,True,9200.0,400.0,126.0,40000.0,0.0,29.24035,21487.57376666667,758,62,3,3,12,1710,2016-03-17 12:38:08.503
264560,New credit,Car,5000.0,Application_1882088228,regular,W_Call after offers,User_118,Deleted,Workflow,ate_abort,False,False,5000.0,469.02,11.0,5000.0,0.0,1057.6002,11418.73095,432,26,4,3,7,1568,2016-04-07 07:12:17.222
1185976,New credit,Home improvement,23000.0,Application_267160125,regular,W_Call incomplete files,User_69,Obtained,Workflow,resume,True,False,6276.0,236.31,120.0,23000.0,0.0,75.93635,33774.28166666667,615,42,1,4,10,470,2017-01-20 10:15:56.102
362268,New credit,Car,6000.0,Application_1355945644,regular,W_Validate application,User_117,Released,Workflow,suspend,True,True,6000.0,67.56,120.0,6000.0,0.0,13.969133333333334,10098.97625,602,21,5,1,10,1537,2016-05-10 10:02:15.848
752241,New credit,Existing loan takeover,0.0,Application_1775934155,regular,O_Create Offer,User_36,Created,Offer,complete,True,True,3972.0,189.08,60.0,10000.0,805.0,116.94958333333334,325.66195,904,25,8,1,15,2119,2016-08-23 15:04:55.168
1189537,Limit raise,Home improvement,8000.0,Application_954233630,deviant,W_Call incomplete files,User_3,Obtained,Workflow,resume,True,True,0.0,100.0,102.0,8000.0,0.0,46.83446666666666,18385.407516666663,820,29,1,1,13,841,2017-01-10 13:40:04.124
134933,New credit,Home improvement,15000.0,Application_995221293,deviant,W_Validate application,User_102,Obtained,Workflow,resume,False,True,7715.0,150.0,127.0,15000.0,742.0,1261.7751666666666,12959.9354,493,30,2,3,8,1755,2016-02-25 08:13:11.019
851828,New credit,Existing loan takeover,22800.0,Application_1223346952,regular,O_Created,User_58,statechange,Offer,complete,False,False,14.0,366.29,72.0,23200.0,0.0,0.01045,8.587083333333334,621,7,9,0,10,2486,2016-09-19 10:21:05.934
636787,New credit,Car,15000.0,Application_1865235436,deviant,W_Validate application,User_27,Released,Workflow,suspend,True,True,15000.0,278.38,60.0,15000.0,1007.0,6.20085,7483.466616666667,768,27,7,1,12,2076,2016-07-26 12:48:43.600
1049197,New credit,Existing loan takeover,10000.0,Application_614865485,regular,W_Call after offers,User_46,Obtained,Workflow,resume,True,False,0.0,200.0,57.0,10000.0,0.0,7157.361133333334,13910.793266666667,476,19,11,0,7,2181,2016-11-21 07:56:21.658
974922,New credit,Car,6000.0,Application_1533785960,regular,W_Call after offers,User_3,Obtained,Workflow,start,False,False,0.0,250.0,26.0,6000.0,0.0,1.6666666666666667e-05,4297.950083333333,970,17,10,1,16,1941,2016-10-25 16:10:50.762
773144,New credit,Home improvement,20000.0,Application_1517991045,regular,O_Created,User_5,statechange,Offer,complete,False,False,0.0,250.0,96.0,20000.0,0.0,0.0085833333333333,493.8600666666667,1089,9,8,0,18,2177,2016-08-29 18:09:22.372
1044878,New credit,Car,7000.0,Application_1894562710,regular,W_Call after offers,User_51,Released,Workflow,suspend,False,True,7000.0,136.35,60.0,7000.0,0.0,3.799416666666666,5908.869316666666,994,20,11,0,16,2145,2016-11-14 16:34:18.130
788795,New credit,Unknown,0.0,Application_212310205,regular,O_Cancelled,User_1,statechange,Offer,complete,False,False,15000.0,403.28,40.0,15000.0,0.0,0.0002833333333333,44256.7504,360,17,10,6,6,2230,2016-10-02 06:00:32.247
370840,New credit,Unknown,15000.0,Application_1299660169,deviant,W_Validate application,User_30,Obtained,Workflow,resume,False,True,15000.0,157.59,120.0,15000.0,940.0,216.76396666666668,9964.687916666666,588,24,5,4,9,1518,2016-05-13 09:48:37.888
128153,New credit,Home improvement,50000.0,Application_921680477,regular,O_Created,User_12,statechange,Offer,complete,True,False,50000.0,600.3,101.0,50000.0,0.0,0.0231,813.5116833333333,846,12,2,5,14,1739,2016-02-13 14:06:04.056
457977,New credit,Car,17700.0,Application_612312797,regular,A_Cancelled,User_1,statechange,Application,complete,False,False,6942.0,249.86,62.0,13600.0,0.0,38436.85488333333,44465.69281666667,360,16,7,3,6,2392,2016-07-07 06:00:23.973
37727,New credit,Home improvement,5000.0,Application_1714277479,deviant,W_Validate application,User_112,Released,Workflow,suspend,True,True,4541.0,146.38,38.0,5000.0,1016.0,0.5333833333333333,8384.191233333333,547,21,1,2,9,1087,2016-01-20 09:07:32.649
688581,Limit raise,Existing loan takeover,0.0,Application_300004446,deviant,W_Call after offers,User_26,Released,Workflow,suspend,False,True,13000.0,200.0,127.0,20000.0,0.0,1.0895333333333332,7373.2715,795,15,8,1,13,2296,2016-08-09 13:15:31.866
631727,New credit,Home improvement,10000.0,Application_1436626469,deviant,W_Call after offers,User_15,Obtained,Workflow,start,True,True,0.0,125.0,100.0,10000.0,713.0,5e-05,4301.9038,1020,15,7,4,17,2109,2016-07-22 17:00:18.560
1123856,Limit raise,Unknown,0.0,Application_297860033,deviant,W_Call incomplete files,User_2,Obtained,Workflow,resume,True,True,0.0,350.0,65.0,20000.0,0.0,29.612216666666665,21514.2622,612,36,12,1,10,1904,2016-12-20 10:12:41.836
902686,New credit,Existing loan takeover,0.0,Application_652906703,deviant,W_Call after offers,User_60,Obtained,Workflow,start,True,True,18.0,106.46,120.0,10000.0,863.0,5e-05,4.318833333333333,605,11,10,0,10,2193,2016-10-03 10:05:10.681
775957,New credit,Existing loan takeover,18200.0,Application_731449178,deviant,A_Validating,User_113,statechange,Application,complete,True,True,18200.0,230.58,93.0,18200.0,919.0,0.0011,13855.690683333334,431,29,9,3,7,2312,2016-09-08 07:11:35.849
97765,New credit,other,6000.0,Application_1509154703,regular,W_Call after offers,User_28,Obtained,Workflow,resume,True,True,6000.0,150.09,45.0,6000.0,1023.0,6627.126366666666,8845.078916666667,807,22,2,1,13,1698,2016-02-09 13:27:30.982
130459,New credit,Existing loan takeover,38000.0,Application_1590317013,regular,W_Call after offers,User_38,Released,Workflow,suspend,True,False,0.0,135.0,134.0,13500.0,0.0,5.3917,4182.843516666667,1198,26,2,2,19,1834,2016-02-17 19:58:31.339
764399,New credit,Remaining debt home,15000.0,Application_1897903037,regular,O_Create Offer,User_36,Created,Offer,complete,True,False,0.0,278.38,60.0,15000.0,0.0,1.0268333333333333,3.552183333333333,635,6,8,4,10,2104,2016-08-26 10:35:18.172
344126,Limit raise,Home improvement,35000.0,Application_560955428,deviant,O_Accepted,User_68,statechange,Offer,complete,True,True,0.0,400.0,107.0,35000.0,0.0,18.926366666666667,18272.1701,395,29,5,1,6,1552,2016-05-10 06:35:15.638
519209,New credit,Remaining debt home,0.0,Application_105476077,regular,W_Validate application,User_99,Deleted,Workflow,ate_abort,True,True,0.0,498.72,60.0,27000.0,759.0,275.0167666666667,51798.602966666665,819,33,7,2,13,2091,2016-07-27 13:39:06.948
1030736,Limit raise,Car,9800.0,Application_945218374,regular,O_Cancelled,User_1,statechange,Offer,complete,True,False,0.0,100.0,134.0,9800.0,0.0,0.00045,48838.40731666666,420,24,12,6,7,1816,2016-12-11 07:00:23.239
566552,New credit,Not speficied,9135.0,Application_213750846,regular,W_Call after offers,User_23,Released,Workflow,suspend,False,False,0.0,184.0,58.0,9200.0,0.0,1.418316666666667,6653.960233333333,575,23,7,3,9,2355,2016-07-07 09:35:14.815
1065254,New credit,Home improvement,15000.0,Application_1468800964,deviant,W_Validate application,User_93,Released,Workflow,suspend,True,True,10900.0,116.04,120.0,10900.0,979.0,50.46698333333333,27455.492866666667,561,53,12,1,9,1808,2016-12-06 09:21:56.371
629455,Limit raise,Home improvement,7750.0,Application_345854511,deviant,W_Validate application,User_126,Released,Workflow,suspend,True,True,2800.0,78.0,138.0,7800.0,906.0,1.3767333333333334,39090.71043333333,692,26,8,0,11,2324,2016-08-15 11:32:08.371
780630,New credit,Car,50000.0,Application_948134668,regular,W_Complete application,User_78,Deleted,Workflow,complete,True,False,0.0,1000.0,56.0,50000.0,0.0,0.0003333333333333,3959.82475,536,19,9,4,8,2199,2016-09-02 08:56:12.462
943199,New credit,Existing loan takeover,17000.0,Application_886373645,regular,W_Call after offers,User_5,Released,Workflow,suspend,True,True,3276.0,306.37,62.0,17000.0,746.0,0.4539,6835.0414,411,22,10,1,6,2275,2016-10-18 06:51:21.534
185570,New credit,Car,7500.0,Application_296318247,deviant,W_Call incomplete files,User_87,Created,Workflow,schedule,True,True,2941.66,99.71,96.0,7500.0,882.0,0.0002166666666666,9753.736083333331,794,30,3,2,13,1664,2016-03-09 13:14:01.726
11935,Limit raise,Car,25000.0,Application_911291915,regular,O_Created,User_71,statechange,Offer,complete,True,False,0.0,250.0,126.0,25000.0,0.0,0.02035,1530.5833833333334,1141,11,1,2,19,387,2016-01-06 19:01:02.821
470730,New credit,Unknown,44000.0,Application_1402383222,deviant,W_Call incomplete files,User_95,Released,Workflow,suspend,True,True,1701.0,616.6,82.0,44000.0,880.0,0.1230166666666666,12748.605833333331,908,29,6,4,15,1977,2016-06-17 15:08:42.511
592733,New credit,Car,5000.0,Application_153913317,regular,W_Call after offers,User_3,Released,Workflow,suspend,False,False,0.0,80.0,115.0,7000.0,0.0,1.6670166666666666,9747.162166666669,761,26,7,4,12,2406,2016-07-15 12:41:12.992
1181090,New credit,Existing loan takeover,16000.0,Application_930360796,deviant,A_Incomplete,User_100,statechange,Application,complete,True,True,2730.0,164.39,120.0,16000.0,870.0,3.3333333333333335e-05,10295.429733333332,902,29,1,0,15,1432,2017-01-02 15:02:13.392
682600,New credit,Home improvement,25000.0,Application_616585570,deviant,A_Complete,User_3,statechange,Application,complete,True,True,25000.0,254.56,120.0,25000.0,972.0,3.3333333333333335e-05,32591.29048333333,692,15,8,3,11,2133,2016-08-25 11:32:50.610
150498,New credit,Home improvement,15000.0,Application_1895936076,regular,O_Created,User_7,statechange,Offer,complete,True,False,15000.0,198.74,90.0,15000.0,0.0,0.0208333333333333,3798.8573166666665,617,10,2,1,10,1793,2016-02-23 10:17:28.441
1068632,New credit,Home improvement,15000.0,Application_1164942045,deviant,W_Validate application,User_131,Obtained,Workflow,start,True,True,0.0,200.0,89.0,15000.0,955.0,3.3333333333333335e-05,10773.276033333334,489,21,11,4,8,1819,2016-11-25 08:09:42.307
895190,New credit,Home improvement,15000.0,Application_875855616,regular,W_Validate application,User_133,Created,Workflow,schedule,False,False,2000.0,250.0,69.0,15000.0,0.0,0.0001,19189.87735,1045,48,10,3,17,2297,2016-10-13 17:25:15.049
160768,Limit raise,Home improvement,40000.0,Application_1650545424,deviant,W_Validate application,User_116,Obtained,Workflow,start,False,True,0.0,1250.0,30.0,35000.0,0.0,0.0001166666666666,18778.593566666663,652,42,3,1,10,1673,2016-03-08 10:52:25.590
545607,New credit,Unknown,0.0,Application_1291015385,deviant,W_Validate application,User_27,Created,Workflow,schedule,True,True,10008.0,205.49,120.0,20000.0,776.0,0.0005666666666666,14283.0254,637,19,7,4,10,2315,2016-07-08 10:37:34.666
594174,New credit,Car,8500.0,Application_226158643,regular,W_Validate application,User_120,Obtained,Workflow,start,False,True,8500.0,297.88,31.0,8500.0,0.0,3.3333333333333335e-05,24358.948066666668,525,36,7,1,8,2118,2016-07-26 08:45:59.318
831997,Limit raise,Existing loan takeover,50000.0,Application_509887444,regular,W_Call after offers,User_60,Deleted,Workflow,ate_abort,True,False,0.0,500.0,126.0,50000.0,0.0,0.0001666666666666,29003.83738333333,950,18,10,0,15,2213,2016-10-03 15:50:48.534
335403,New credit,Home improvement,25000.0,Application_1588502303,regular,A_Incomplete,User_68,statechange,Application,complete,True,True,55000.0,575.26,120.0,55000.0,0.0,5e-05,44000.42761666667,533,42,5,1,8,1310,2016-05-24 08:53:42.214
755341,New credit,Existing loan takeover,15000.0,Application_955393908,regular,O_Accepted,User_75,statechange,Offer,complete,False,True,21235.68,432.75,120.0,42500.0,974.0,170.0365,32355.00621666667,593,85,9,3,9,2396,2016-09-15 09:53:49.430
